country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
France,"A hint of caramelized apple clings to the nose, as well as a certain creaminess. The palate reveals a core of stone, chalk and lanolin, all framed with the purest notion of lemon zest. This shows lovely flavors of maturity but has only just got going. The freshness is incisive, the complexity and length immense. This is simply beautiful and leaves you totally refreshed. Savor this slowly. Drink now through 2030.",Osterberg Grand Cru,95,38.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Cave de Ribeauvillé 2010 Osterberg Grand Cru Riesling (Alsace),Riesling,Cave de Ribeauvillé
Spain,"Briny lemon-lime aromas are simplistic. This blend of Moscatel and Merseguera is foamy, while good acidity keeps it on a level plane. Ripe, sweet flavors of lychee, honeydew and mango are pure Moscato, while acidity from the Mersequera helps this along.",Tarima,84,12.0,Levante,Alicante,,Michael Schachner,@wineschach,Volver 2014 Tarima Sparkling (Alicante),Sparkling Blend,Volver
France,"This is a generous, rounded and very perfumed wine. Candy and bubble gum flavors give sweetness that contrasts with the acidity.",Château de Messey Les Crets,84,23.0,Burgundy,Mâcon-Chardonnay,,Roger Voss,@vossroger,Demessey 2012 Château de Messey Les Crets  (Mâcon-Chardonnay),Chardonnay,Demessey
Portugal,"This wine is full and richly fruity. It has a cool feel to it from the proximity of the vines to the ocean, which gives a mineral, crisp character that adds tang to the texture. Acidity lifts the ripe fruit, allowing it to age a few more months. Drink from late 2017.",Dory,87,12.0,Lisboa,,,Roger Voss,@vossroger,Adega Mãe 2015 Dory White (Lisboa),Portuguese White,Adega Mãe
Chile,"The old-vine name is French, as are the estate owners, and the wine itself is pretty good despite being a bit thick, chewy and aimless. The nose is full but nondescript, while apple and oak-driven flavors define the palate. The finish is textured and woody. Mouthfeel is its primary attribute while interesting or unusual tastes prove elusive.",Vielles Vignes,86,16.0,Requinoa,,,Michael Schachner,@wineschach,Château Los Boldos 2001 Vielles Vignes Chardonnay (Requinoa),Chardonnay,Château Los Boldos
US,Candied black cherry and blueberry notes are accented by ginger on this slightly confected wine. The monotone red cherry palate leads to a hint of bitter tannins on the finish.,Casscles Vineyards,83,20.0,New York,Hudson River Region,New York Other,Anna Lee C. Iijima,,Hudson-Chatham 2012 Casscles Vineyards Chelois (Hudson River Region),Chelois,Hudson-Chatham
Italy,"Leafy underbrush, scorched earth, baked plum and a whiff of vanilla unfold on this ripe, brawny red. The densely concentrated palate shows dried berry, oak, vanilla and the heat of evident alcohol while close-grained tannins grip the finish. Give the tannins a few years to loosen up then drink sooner rather than later.",Il Quercione Riserva,89,110.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Campogiovanni 2010 Il Quercione Riserva  (Brunello di Montalcino),Sangiovese,Campogiovanni
US,"There's a core of preserved black fruit in this Merlot-dominant Bordeaux-style blend, but also notes of leafy dill and stem that add a vegetal quality. Elegant and a bit lean on the palate, it finishes with persistent, yet finely textured tannins.",Old World Blend,85,40.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Mattebella 2007 Old World Blend Red (North Fork of Long Island),Bordeaux-style Red Blend,Mattebella
US,"Robust and rustic, this is a full-bodied Italian-inspired red blend, indicative of its varieties which range from Carignane and old-vine Zinfandel to old-vine Petite Sirah, Mataro, old-vine Black Malvasia and Alicante Bouschet. It's old-school in every way, with flavors that tend toward dark cherry, licorice and leather.",Mysterium,87,28.0,California,Mendocino,,Virginie Boone,@vboone,Trinitas 2010 Mysterium Red (Mendocino),Red Blend,Trinitas
Italy,"Enticing scents suggesting iris, rose, tilled earth and red berry slowly emerge in the glass. The meaty palate doles out ripe black raspberry, juicy black cherry and a potpourri of cake spice alongside a backbone of firm tannins and fresh acidity. A licorice note closes the lingering finish. Drink 2018–2024.",Boiolo,93,75.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Enzo Boglietti 2012 Boiolo  (Barolo),Nebbiolo,Enzo Boglietti
US,"Dry and crisp in cool-climate coastal acidity, this polished Chard shows pretty flavors of pineapples, green apples, honey and oak spice. It's creamy, and made in the New World style.",Overlook,86,29.0,California,Sonoma County,Sonoma,,,Landmark 2007 Overlook Chardonnay (Sonoma County),Chardonnay,Landmark
US,"A flamboyant Chardonnay. Shows flashy scents of vanilla and buttered toast from oak, riding high over pineapple, pear, golden mango and nectarine fruit. Crisp acidity provides needed balance to the richness. Good price for the quality.",Unbridled Bien Nacido Vineyard,90,24.0,California,Santa Maria Valley,Central Coast,,,Wild Horse 2008 Unbridled Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Wild Horse
Argentina,"Waxy aromas suggest haystack and dusty apple. This is on the borderline of heavy and cloying in the mouth, while oak is the main driver of the flavor profile. On the finish, notes of melon and banana are covered by a resiny oak flavor.",Broquel,85,15.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trapiche 2012 Broquel Chardonnay (Mendoza),Chardonnay,Trapiche
Italy,"This opens with aromas of toast, French oak, chopped mint and coconut. The dense, approachable palate offers dried black cherry, raspberry jam, anise, coffee and a vanilla note alongside chewy tannins. Drink through 2020.",,90,49.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Podere San Giacomo 2011  Brunello di Montalcino,Sangiovese,Podere San Giacomo
France,"A light and fruity wine, gently tannic while showing firmness at the edges. Red berry fruits dominate to give good acidity and an attractive fresh aftertaste.",Château Labrande,88,15.0,Southwest France,Cahors,,Roger Voss,@vossroger,Jean-Luc Baldès 2011 Château Labrande Malbec (Cahors),Malbec,Jean-Luc Baldès
US,"Even at six-plus years, and despite its origin in superstar grower's Beckstoffer's vineyards, this Cab has an imbalanced sweetness. The sugariness of the blackberry flavors accentuates the tannins, making them awkward and sharp. Not going anywhere, so drink up.",,84,59.0,California,Rutherford,Napa,,,Oakford 2001 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Oakford
US,"This three-vineyard blend is still quite tight and tannic. Flavors of green tea and lemon oil abound, with lighter flavors of pie cherries. Drying tannins wrap it up.",Dundee Hills Select,88,45.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Torii Mor 2013 Dundee Hills Select Pinot Noir (Dundee Hills),Pinot Noir,Torii Mor
Austria,"Fresh, friendly green pear notes glide all the way from nose to palate and make for easy, inviting summer drinking. The clean finish smacks of lemon. Drink soon.",,87,10.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Lenz Moser 2015 Grüner Veltliner (Niederösterreich),Grüner Veltliner,Lenz Moser
US,"Slightly reductive in style, this wine shows aromas of lime skins and Brie-cheese rind before opening a bit toward lemon blossoms and raw cashews. The palate possesses a stunningly grippy and chalky texture, with sharp flavors of Key-lime rind and pomelo pith.",Unoaked,92,25.0,California,Arroyo Seco,Central Coast,Matt Kettmann,@mattkettmann,Lepe 2014 Unoaked Chardonnay (Arroyo Seco),Chardonnay,Lepe
US,"There is a ton of black pepper flavor in this stylish blend of Cabernet Sauvignon, Sangiovese, Merlot and Syrah. It also bears notes of licorice, sweet red currants, grilled prosciutto and sandalwood. This tastes so rich that it almost seems sweet, but it's actually dry and balanced.",Phenomenon,92,50.0,California,Napa Valley,Napa,,,Benessere 2008 Phenomenon Red (Napa Valley),Red Blend,Benessere
Italy,"This extraordinary wine put Cabernet Franc on the map in Bolgheri. The 2010 reveals an exquisite bouquet of black currants, crushed blue flower, leather and baking spices. The smooth palate delivers mouthwatering blackberries, black cherry, white pepper, thyme and licorice alongside an age-worthy structure boasting firm but elegant tannins and fresh acidity. It's already gorgeous with intriguing depth but it will age and develop beautifully. Drink 2015–2040.",Paleo Rosso,97,130.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Le Macchiole 2010 Paleo Rosso Cabernet Franc (Toscana),Cabernet Franc,Le Macchiole
France,"An attractively balanced wine, this shows fruitiness that's supported by fine tannins. It's a ripe wine, ready to drink now, with black currant juice and red plum flavors giving pleasure.",Vieilles Vignes,89,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Roustaing 2010 Vieilles Vignes  (Bordeaux),Bordeaux-style Red Blend,Château Roustaing
US,"The aromas bring notes of jasmine, lime zest and honeysuckle. It drinks dry, with lightly concentrated fruit flavors that lead to a floral finish. It provides enjoyment but the concentration doesn't seem all there.",Dry,87,11.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Pacific Rim 2015 Dry Riesling (Columbia Valley (WA)),Riesling,Pacific Rim
Italy,"Made entirely with Pinot Nero, this offers strawberry and tomato aromas. The round and ready palate provides raspberry, green tea and a touch of vanilla alongside smooth tannins. Enjoy soon.",,88,60.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Baracchi 2013 Pinot Nero (Toscana),Pinot Nero,Baracchi
US,"Seemingly sweet, with Lifesaver cherry and raspberry candy flavors and tart acidity, this simple wine is fine for everyday meals or parties.",,82,18.0,California,California,California Other,,,Cryptic 2010 Red (California),Red Blend,Cryptic
US,"Quite light in the glass, this 50-50 blend from La Encanta and La Rinconada vineyards is done in a refreshingly crisp style, with lime pith and nectarine flesh aromas. It's fresh and vibrant on the palate, where tons of chalky grip frame a sizzling lime zest acidity and flavors of river stone and chalk. It's a laser-focused, very tense and nervy wine.",Aloysius,93,39.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Jamie Slone Wines 2014 Aloysius Chardonnay (Sta. Rita Hills),Chardonnay,Jamie Slone Wines
Spain,"Friendly but standard aromas of berry fruits and creamy oak set up a mature, earthy feeling plate, with berry and coffee flavors. A soft, aged, mature finish is earthy in character and ultimately a bit hollow.",Crianza,86,20.0,Central Spain,La Mancha,,Michael Schachner,@wineschach,Gran Castillo Royal 2008 Crianza Tempranillo (La Mancha),Tempranillo,Gran Castillo Royal
US,"Set within the smaller Green Valley AVA, Hallberg is 100 acres of varying aspects and weather, much of the site impacted by ocean winds and fog. The wine reflects this in its bright, citrusy acidity and earth, measured by elegant layers of orange, cranberry and strawberry. Cedar and black tea give it an exotic edge.",Hallberg Vineyard Dijon Clones,93,60.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2014 Hallberg Vineyard Dijon Clones Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
US,"Tightly structured in a ripe, bold bundle of cherry and berry flavors, this is an intensely tannic and youthful wine, clearly indicative of the vintage. Sage, dried herb, marshmallow and toasted oak aromas round it out, giving it flavor beyond its innate concentration.",,91,85.0,California,Oakville,Napa,Virginie Boone,@vboone,Vine Cliff 2013 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Vine Cliff
US,"A fragrant burst of pear blossom, citrus, melon and green apple aromas lead into similar flavors. Elegant and spicy, this nicely captures the fleshiness of Oregon Pinot Gris. About 10% was finished in oak barrels, the rest in stainless.",,89,16.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Seven Hills 2009 Pinot Gris (Oregon),Pinot Gris,Seven Hills
Germany,"The Pauly Bergweiler style leans toward ripe and sweet, but this bottling also shows plenty of acidity. Honeyed orange and pineapple flavors are concentrated and rich, balanced by hints of petrol, slate and peppery spice.",Bernkasteler Badstube Spätlese,90,28.0,Mosel-Saar-Ruwer,,,Joe Czerwinski,@JoeCz,Dr. Pauly Bergweiler 2006 Bernkasteler Badstube Spätlese Riesling (Mosel-Saar-Ruwer),Riesling,Dr. Pauly Bergweiler
Italy,"Made with from organically grown grapes, this blend of 85% Sangiovese, 8% Canaiolo and 7% Merlot has aromas of pressed flower and sour berry. The fresh, simple palate offers sour cherry and raspberry alongside vibrant acidity. Drink soon.",,85,17.0,Tuscany,Rosso di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Salcheto 2014  Rosso di Montepulciano,Red Blend,Salcheto
US,"This wine's name translates to “dear father” in Farsi, the Persian owner's native tongue.The blend of 63% Shiraz and 37% Petite Sirah offers black fruit, wet earth and anise on the nose—altogether quite reserved for such a dark wine. The mouthfeel is full, but the flavors of black currant and cola are very shy.",Baba Joon,86,35.0,California,California,California Other,Matt Kettmann,@mattkettmann,Fazeli Cellars 2014 Baba Joon Red (California),Red Blend,Fazeli Cellars
New Zealand,"Of all this year's seven Pioneer Block Sauvignon Blanc offerings, this one most seamlessly blends passion fruit, green tomatoes and leafy notes into a medium-bodied yet amply concentrated wine with a long, citrusy finish.",Pioneer Block 6 Oh! Block,90,24.0,Marlborough,,,Joe Czerwinski,@JoeCz,Saint Clair 2009 Pioneer Block 6 Oh! Block Sauvignon Blanc (Marlborough),Sauvignon Blanc,Saint Clair
Italy,"Lovely scents of rose, iris, wild berry, vineyard dust, baking spice and a hint of new leather all come together on this fragrant red. The structured, elegant palate delivers juicy black cherry, licorice, clove and mineral alongside supple tannins that give it a polished, silky texture. Drink 2018–2026.",Asili Riserva,94,58.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Produttori del Barbaresco 2011 Asili Riserva  (Barbaresco),Nebbiolo,Produttori del Barbaresco
Italy,"Direct and immediate, this crisp effort shows pretty balance between its sweet fruit and zesty citrus elements. A perfect summer-sipping sparkling wine.",Extra Dry,86,16.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Carpenè Malvolti NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Carpenè Malvolti
